inventory_id,warehouse_id,warehouse_name,warehouse_state,warehouse_region,product_id,product_name,brand_name,stock_available,reorder_level,max_capacity,stock_status,days_of_supply,last_updated
INV00189,WH005,Lucknow WH,Uttar Pradesh,North,PRD033,Whey Protein 500g,Ensure,1022,146,1460,Overstocked,210.0,2024-12-12
INV00190,WH005,Lucknow WH,Uttar Pradesh,North,PRD034,Immunity Syrup 200ml,Dabur Chyawanprash,138,69,690,Healthy,60.0,2024-12-14
INV00191,WH005,Lucknow WH,Uttar Pradesh,North,PRD035,Pain Relief Gel 30g,Volini,213,103,1030,Healthy,62.0,2024-12-08
INV00192,WH005,Lucknow WH,Uttar Pradesh,North,PRD036,Energy Bar 50g,RiteBite,116,54,540,Healthy,64.4,2024-12-23
INV00193,WH005,Lucknow WH,Uttar Pradesh,North,PRD037,Mouthwash 250ml,Listerine,172,69,690,Healthy,74.8,2024-12-11
INV00194,WH005,Lucknow WH,Uttar Pradesh,North,PRD038,Hand Sanitizer 100ml,Dettol,77,79,790,Low Stock,29.2,2024-12-24
INV00195,WH005,Lucknow WH,Uttar Pradesh,North,PRD039,Glucose Powder 500g,Glucon-D,195,69,690,Healthy,84.8,2024-12-13
INV00196,WH006,Ludhiana WH,Punjab,North,PRD001,Shampoo 200ml,Sunsilk,142,172,1720,Low Stock,24.8,2024-12-07
INV00197,WH006,Ludhiana WH,Punjab,North,PRD002,Anti-Dandruff Shampoo,Head & Shoulders,329,141,1410,Healthy,70.0,2024-12-20
INV00198,WH006,Ludhiana WH,Punjab,North,PRD003,Face Wash 100g,Himalaya,226,177,1770,Healthy,38.3,2024-12-10
INV00199,WH006,Ludhiana WH,Punjab,North,PRD004,Body Lotion 300ml,Vaseline,40,125,1250,Low Stock,9.6,2024-12-29
INV00200,WH006,Ludhiana WH,Punjab,North,PRD005,Talcum Powder 150g,Ponds,368,160,1600,Healthy,69.0,2024-12-26
INV00201,WH006,Ludhiana WH,Punjab,North,PRD006,Herbal Hair Oil 100ml,Dabur Amla,73,72,720,Healthy,30.4,2024-12-22
INV00202,WH006,Ludhiana WH,Punjab,North,PRD007,Whitening Toothpaste,Colgate,78,118,1180,Low Stock,19.8,2024-12-27
INV00203,WH006,Ludhiana WH,Punjab,North,PRD008,Charcoal Toothpaste,Patanjali,40,81,810,Low Stock,14.8,2024-12-22
INV00204,WH006,Ludhiana WH,Punjab,North,PRD009,Deo Spray 150ml,Axe,241,146,1460,Healthy,49.5,2024-12-23
INV00205,WH006,Ludhiana WH,Punjab,North,PRD010,Perfume Deo 150ml,Fogg,189,88,880,Healthy,64.4,2024-12-13
INV00206,WH006,Ludhiana WH,Punjab,North,PRD011,Moisturizing Soap 100g,Dove,1364,175,1750,Overstocked,233.8,2024-12-23
INV00207,WH006,Ludhiana WH,Punjab,North,PRD012,Neem Soap 100g,Medimix,181,199,1990,Low Stock,27.3,2024-12-20
INV00208,WH006,Ludhiana WH,Punjab,North,PRD013,Detergent Powder 1kg,Surf Excel,313,158,1580,Healthy,59.4,2024-12-15
INV00209,WH006,Ludhiana WH,Punjab,North,PRD014,Fabric Softener 500ml,Comfort,179,69,690,Healthy,77.8,2025-01-01
INV00210,WH006,Ludhiana WH,Punjab,North,PRD015,Dish Wash Liquid 500ml,Vim,14,105,1050,Low Stock,4.0,2024-12-07
INV00211,WH006,Ludhiana WH,Punjab,North,PRD016,Floor Cleaner 1L,Lizol,142,70,700,Healthy,60.9,2024-12-17
INV00212,WH006,Ludhiana WH,Punjab,North,PRD017,Toilet Cleaner 500ml,Harpic,448,189,1890,Healthy,71.1,2024-12-09
INV00213,WH006,Ludhiana WH,Punjab,North,PRD018,All-Purpose Spray 400ml,Colin,38,110,1100,Low Stock,10.4,2024-12-10
INV00214,WH006,Ludhiana WH,Punjab,North,PRD019,Cream Biscuits 200g,Oreo,210,121,1210,Healthy,52.1,2024-12-12
INV00215,WH006,Ludhiana WH,Punjab,North,PRD020,Instant Noodles 75g,Maggi,235,194,1940,Healthy,36.3,2024-12-15
INV00216,WH006,Ludhiana WH,Punjab,North,PRD021,Refined Sunflower Oil 1L,Fortune,216,133,1330,Healthy,48.7,2024-12-15
INV00217,WH006,Ludhiana WH,Punjab,North,PRD022,Masala Chai 250g,Tata Tea,21,141,1410,Low Stock,4.5,2024-12-18
INV00218,WH006,Ludhiana WH,Punjab,North,PRD023,Instant Coffee 50g,Nescafe,157,69,690,Healthy,68.3,2024-12-28
INV00219,WH006,Ludhiana WH,Punjab,North,PRD024,Mixed Masala 100g,MDH,60,150,1500,Low Stock,12.0,2024-12-26
INV00220,WH006,Ludhiana WH,Punjab,North,PRD025,Mixed Fruit Jam 250g,Kissan,522,181,1810,Healthy,86.5,2024-12-23
INV00221,WH006,Ludhiana WH,Punjab,North,PRD026,Tomato Ketchup 500g,Heinz,335,119,1190,Healthy,84.5,2024-12-06
INV00222,WH006,Ludhiana WH,Punjab,North,PRD027,Cornflakes 500g,Kelloggs,642,90,900,Overstocked,214.0,2024-12-18
INV00223,WH006,Ludhiana WH,Punjab,North,PRD028,Baby Lotion 200ml,Johnson's,191,155,1550,Healthy,37.0,2024-12-03
INV00224,WH006,Ludhiana WH,Punjab,North,PRD029,Baby Wipes 80pcs,Pampers,693,149,1490,Overstocked,139.5,2024-12-03
INV00225,WH006,Ludhiana WH,Punjab,North,PRD030,Baby Powder 100g,Johnson's,14,131,1310,Low Stock,3.2,2024-12-30
INV00226,WH006,Ludhiana WH,Punjab,North,PRD031,Baby Shampoo 100ml,Himalaya,334,198,1980,Healthy,50.6,2024-12-29
INV00227,WH006,Ludhiana WH,Punjab,North,PRD032,Diaper Pants M 30pcs,Huggies,193,142,1420,Healthy,40.8,2024-12-22
INV00228,WH006,Ludhiana WH,Punjab,North,PRD033,Whey Protein 500g,Ensure,28,95,950,Low Stock,8.8,2024-12-21
INV00229,WH006,Ludhiana WH,Punjab,North,PRD034,Immunity Syrup 200ml,Dabur Chyawanprash,112,55,550,Healthy,61.1,2025-01-01
INV00230,WH006,Ludhiana WH,Punjab,North,PRD035,Pain Relief Gel 30g,Volini,156,179,1790,Low Stock,26.1,2024-12-08
INV00231,WH006,Ludhiana WH,Punjab,North,PRD036,Energy Bar 50g,RiteBite,10,168,1680,Low Stock,1.8,2024-12-24
INV00232,WH006,Ludhiana WH,Punjab,North,PRD037,Mouthwash 250ml,Listerine,56,170,1700,Low Stock,9.9,2024-12-14
INV00233,WH006,Ludhiana WH,Punjab,North,PRD038,Hand Sanitizer 100ml,Dettol,108,68,680,Healthy,47.6,2024-12-14
INV00234,WH006,Ludhiana WH,Punjab,North,PRD039,Glucose Powder 500g,Glucon-D,135,134,1340,Healthy,30.2,2024-12-05
INV00235,WH007,Chennai WH,Tamil Nadu,South,PRD001,Shampoo 200ml,Sunsilk,567,105,1050,Overstocked,162.0,2024-12-26
INV00236,WH007,Chennai WH,Tamil Nadu,South,PRD002,Anti-Dandruff Shampoo,Head & Shoulders,473,189,1890,Healthy,75.1,2024-12-28
INV00237,WH007,Chennai WH,Tamil Nadu,South,PRD003,Face Wash 100g,Himalaya,198,71,710,Healthy,83.7,2024-12-07
INV00238,WH007,Chennai WH,Tamil Nadu,South,PRD004,Body Lotion 300ml,Vaseline,113,50,500,Healthy,67.8,2024-12-21
INV00239,WH007,Chennai WH,Tamil Nadu,South,PRD005,Talcum Powder 150g,Ponds,22,61,610,Low Stock,10.8,2024-12-30
INV00240,WH007,Chennai WH,Tamil Nadu,South,PRD006,Herbal Hair Oil 100ml,Dabur Amla,250,152,1520,Healthy,49.3,2024-12-11
INV00241,WH007,Chennai WH,Tamil Nadu,South,PRD007,Whitening Toothpaste,Colgate,203,103,1030,Healthy,59.1,2024-12-25
INV00242,WH007,Chennai WH,Tamil Nadu,South,PRD008,Charcoal Toothpaste,Patanjali,315,130,1300,Healthy,72.7,2024-12-04
INV00243,WH007,Chennai WH,Tamil Nadu,South,PRD009,Deo Spray 150ml,Axe,162,60,600,Healthy,81.0,2024-12-31
INV00244,WH007,Chennai WH,Tamil Nadu,South,PRD010,Perfume Deo 150ml,Fogg,240,121,1210,Healthy,59.5,2024-12-30
INV00245,WH007,Chennai WH,Tamil Nadu,South,PRD011,Moisturizing Soap 100g,Dove,129,126,1260,Healthy,30.7,2025-01-01
INV00246,WH007,Chennai WH,Tamil Nadu,South,PRD012,Neem Soap 100g,Medimix,98,135,1350,Low Stock,21.8,2024-12-23
INV00247,WH007,Chennai WH,Tamil Nadu,South,PRD013,Detergent Powder 1kg,Surf Excel,322,126,1260,Healthy,76.7,2024-12-22
INV00248,WH007,Chennai WH,Tamil Nadu,South,PRD014,Fabric Softener 500ml,Comfort,184,81,810,Healthy,68.1,2025-01-01
INV00249,WH007,Chennai WH,Tamil Nadu,South,PRD015,Dish Wash Liquid 500ml,Vim,221,104,1040,Healthy,63.8,2024-12-17
INV00250,WH007,Chennai WH,Tamil Nadu,South,PRD016,Floor Cleaner 1L,Lizol,244,83,830,Healthy,88.2,2024-12-05
INV00251,WH007,Chennai WH,Tamil Nadu,South,PRD017,Toilet Cleaner 500ml,Harpic,610,86,860,Overstocked,212.8,2024-12-03
INV00252,WH007,Chennai WH,Tamil Nadu,South,PRD018,All-Purpose Spray 400ml,Colin,408,149,1490,Healthy,82.1,2024-12-26
INV00253,WH007,Chennai WH,Tamil Nadu,South,PRD019,Cream Biscuits 200g,Oreo,180,73,730,Healthy,74.0,2025-01-01
INV00254,WH007,Chennai WH,Tamil Nadu,South,PRD020,Instant Noodles 75g,Maggi,206,119,1190,Healthy,51.9,2024-12-29
INV00255,WH007,Chennai WH,Tamil Nadu,South,PRD021,Refined Sunflower Oil 1L,Fortune,215,76,760,Healthy,84.9,2024-12-21
INV00256,WH007,Chennai WH,Tamil Nadu,South,PRD022,Masala Chai 250g,Tata Tea,97,60,600,Healthy,48.5,2024-12-04
INV00257,WH007,Chennai WH,Tamil Nadu,South,PRD023,Instant Coffee 50g,Nescafe,146,191,1910,Low Stock,22.9,2024-12-08
INV00258,WH007,Chennai WH,Tamil Nadu,South,PRD024,Mixed Masala 100g,MDH,90,85,850,Healthy,31.8,2024-12-31
INV00259,WH007,Chennai WH,Tamil Nadu,South,PRD025,Mixed Fruit Jam 250g,Kissan,205,175,1750,Healthy,35.1,2024-12-02
INV00260,WH007,Chennai WH,Tamil Nadu,South,PRD026,Tomato Ketchup 500g,Heinz,230,159,1590,Healthy,43.4,2024-12-24
INV00261,WH007,Chennai WH,Tamil Nadu,South,PRD027,Cornflakes 500g,Kelloggs,354,121,1210,Healthy,87.8,2024-12-05
INV00262,WH007,Chennai WH,Tamil Nadu,South,PRD028,Baby Lotion 200ml,Johnson's,171,93,930,Healthy,55.2,2024-12-27
INV00263,WH007,Chennai WH,Tamil Nadu,South,PRD029,Baby Wipes 80pcs,Pampers,197,68,680,Healthy,86.9,2024-12-17
INV00264,WH007,Chennai WH,Tamil Nadu,South,PRD030,Baby Powder 100g,Johnson's,156,106,1060,Healthy,44.2,2024-12-29
INV00265,WH007,Chennai WH,Tamil Nadu,South,PRD031,Baby Shampoo 100ml,Himalaya,91,183,1830,Low Stock,14.9,2024-12-10
INV00266,WH007,Chennai WH,Tamil Nadu,South,PRD032,Diaper Pants M 30pcs,Huggies,3,197,1970,Low Stock,0.5,2024-12-10
INV00267,WH007,Chennai WH,Tamil Nadu,South,PRD033,Whey Protein 500g,Ensure,1482,189,1890,Overstocked,235.2,2024-12-15
INV00268,WH007,Chennai WH,Tamil Nadu,South,PRD034,Immunity Syrup 200ml,Dabur Chyawanprash,213,115,1150,Healthy,55.6,2024-12-02
INV00269,WH007,Chennai WH,Tamil Nadu,South,PRD035,Pain Relief Gel 30g,Volini,216,106,1060,Healthy,61.1,2024-12-24
INV00270,WH007,Chennai WH,Tamil Nadu,South,PRD036,Energy Bar 50g,RiteBite,313,133,1330,Healthy,70.6,2024-12-04
INV00271,WH007,Chennai WH,Tamil Nadu,South,PRD037,Mouthwash 250ml,Listerine,118,197,1970,Low Stock,18.0,2024-12-16
INV00272,WH007,Chennai WH,Tamil Nadu,South,PRD038,Hand Sanitizer 100ml,Dettol,220,147,1470,Healthy,44.9,2024-12-02
INV00273,WH007,Chennai WH,Tamil Nadu,South,PRD039,Glucose Powder 500g,Glucon-D,53,190,1900,Low Stock,8.4,2024-12-05
INV00274,WH008,Bengaluru WH,Karnataka,South,PRD001,Shampoo 200ml,Sunsilk,185,143,1430,Healthy,38.8,2024-12-14
INV00275,WH008,Bengaluru WH,Karnataka,South,PRD002,Anti-Dandruff Shampoo,Head & Shoulders,389,171,1710,Healthy,68.2,2024-12-04
INV00276,WH008,Bengaluru WH,Karnataka,South,PRD003,Face Wash 100g,Himalaya,336,82,820,Overstocked,122.9,2024-12-23
INV00277,WH008,Bengaluru WH,Karnataka,South,PRD004,Body Lotion 300ml,Vaseline,399,159,1590,Healthy,75.3,2024-12-27
INV00278,WH008,Bengaluru WH,Karnataka,South,PRD005,Talcum Powder 150g,Ponds,194,146,1460,Healthy,39.9,2024-12-05
INV00279,WH008,Bengaluru WH,Karnataka,South,PRD006,Herbal Hair Oil 100ml,Dabur Amla,112,55,550,Healthy,61.1,2024-12-04
INV00280,WH008,Bengaluru WH,Karnataka,South,PRD007,Whitening Toothpaste,Colgate,18,92,920,Low Stock,5.9,2024-12-08
INV00281,WH008,Bengaluru WH,Karnataka,South,PRD008,Charcoal Toothpaste,Patanjali,125,72,720,Healthy,52.1,2024-12-02
INV00282,WH008,Bengaluru WH,Karnataka,South,PRD009,Deo Spray 150ml,Axe,45,186,1860,Low Stock,7.3,2024-12-14
INV00283,WH008,Bengaluru WH,Karnataka,South,PRD010,Perfume Deo 150ml,Fogg,173,88,880,Healthy,59.0,2024-12-22
INV00284,WH008,Bengaluru WH,Karnataka,South,PRD011,Moisturizing Soap 100g,Dove,109,54,540,Healthy,60.6,2024-12-02
INV00285,WH008,Bengaluru WH,Karnataka,South,PRD012,Neem Soap 100g,Medimix,179,62,620,Healthy,86.6,2024-12-19
INV00286,WH008,Bengaluru WH,Karnataka,South,PRD013,Detergent Powder 1kg,Surf Excel,123,126,1260,Low Stock,29.3,2025-01-01
INV00287,WH008,Bengaluru WH,Karnataka,South,PRD014,Fabric Softener 500ml,Comfort,210,115,1150,Healthy,54.8,2024-12-05
INV00288,WH008,Bengaluru WH,Karnataka,South,PRD015,Dish Wash Liquid 500ml,Vim,924,117,1170,Overstocked,236.9,2024-12-14
INV00289,WH008,Bengaluru WH,Karnataka,South,PRD016,Floor Cleaner 1L,Lizol,274,127,1270,Healthy,64.7,2024-12-10
INV00290,WH008,Bengaluru WH,Karnataka,South,PRD017,Toilet Cleaner 500ml,Harpic,1166,181,1810,Overstocked,193.3,2024-12-29
INV00291,WH008,Bengaluru WH,Karnataka,South,PRD018,All-Purpose Spray 400ml,Colin,39,72,720,Low Stock,16.2,2024-12-24
INV00292,WH008,Bengaluru WH,Karnataka,South,PRD019,Cream Biscuits 200g,Oreo,179,166,1660,Healthy,32.3,2024-12-31
INV00293,WH008,Bengaluru WH,Karnataka,South,PRD020,Instant Noodles 75g,Maggi,74,90,900,Low Stock,24.7,2024-12-09
INV00294,WH008,Bengaluru WH,Karnataka,South,PRD021,Refined Sunflower Oil 1L,Fortune,480,189,1890,Healthy,76.2,2024-12-08
INV00295,WH008,Bengaluru WH,Karnataka,South,PRD022,Masala Chai 250g,Tata Tea,447,159,1590,Healthy,84.3,2024-12-15
INV00296,WH008,Bengaluru WH,Karnataka,South,PRD023,Instant Coffee 50g,Nescafe,214,144,1440,Healthy,44.6,2024-12-27
INV00297,WH008,Bengaluru WH,Karnataka,South,PRD024,Mixed Masala 100g,MDH,935,190,1900,Overstocked,147.6,2024-12-02
INV00298,WH008,Bengaluru WH,Karnataka,South,PRD025,Mixed Fruit Jam 250g,Kissan,173,67,670,Healthy,77.5,2024-12-06
INV00299,WH008,Bengaluru WH,Karnataka,South,PRD026,Tomato Ketchup 500g,Heinz,143,93,930,Healthy,46.1,2024-12-23
INV00300,WH008,Bengaluru WH,Karnataka,South,PRD027,Cornflakes 500g,Kelloggs,789,153,1530,Overstocked,154.7,2024-12-23
INV00301,WH008,Bengaluru WH,Karnataka,South,PRD028,Baby Lotion 200ml,Johnson's,371,196,1960,Healthy,56.8,2024-12-20
INV00302,WH008,Bengaluru WH,Karnataka,South,PRD029,Baby Wipes 80pcs,Pampers,415,190,1900,Healthy,65.5,2024-12-10
INV00303,WH008,Bengaluru WH,Karnataka,South,PRD030,Baby Powder 100g,Johnson's,98,140,1400,Low Stock,21.0,2024-12-19
INV00304,WH008,Bengaluru WH,Karnataka,South,PRD031,Baby Shampoo 100ml,Himalaya,135,87,870,Healthy,46.6,2024-12-28
INV00305,WH008,Bengaluru WH,Karnataka,South,PRD032,Diaper Pants M 30pcs,Huggies,102,57,570,Healthy,53.7,2024-12-02
INV00306,WH008,Bengaluru WH,Karnataka,South,PRD033,Whey Protein 500g,Ensure,240,164,1640,Healthy,43.9,2024-12-28
INV00307,WH008,Bengaluru WH,Karnataka,South,PRD034,Immunity Syrup 200ml,Dabur Chyawanprash,33,165,1650,Low Stock,6.0,2024-12-05
INV00308,WH008,Bengaluru WH,Karnataka,South,PRD035,Pain Relief Gel 30g,Volini,55,85,850,Low Stock,19.4,2024-12-09
INV00309,WH008,Bengaluru WH,Karnataka,South,PRD036,Energy Bar 50g,RiteBite,228,100,1000,Healthy,68.4,2024-12-12
INV00310,WH008,Bengaluru WH,Karnataka,South,PRD037,Mouthwash 250ml,Listerine,364,164,1640,Healthy,66.6,2024-12-27
INV00311,WH008,Bengaluru WH,Karnataka,South,PRD038,Hand Sanitizer 100ml,Dettol,118,156,1560,Low Stock,22.7,2024-12-07
INV00312,WH008,Bengaluru WH,Karnataka,South,PRD039,Glucose Powder 500g,Glucon-D,73,62,620,Healthy,35.3,2024-12-08
INV00313,WH009,Hyderabad WH,Telangana,South,PRD001,Shampoo 200ml,Sunsilk,8,62,620,Low Stock,3.9,2024-12-30
INV00314,WH009,Hyderabad WH,Telangana,South,PRD002,Anti-Dandruff Shampoo,Head & Shoulders,248,106,1060,Healthy,70.2,2024-12-09
INV00315,WH009,Hyderabad WH,Telangana,South,PRD003,Face Wash 100g,Himalaya,84,72,720,Healthy,35.0,2024-12-06
INV00316,WH009,Hyderabad WH,Telangana,South,PRD004,Body Lotion 300ml,Vaseline,559,92,920,Overstocked,182.3,2024-12-08
INV00317,WH009,Hyderabad WH,Telangana,South,PRD005,Talcum Powder 150g,Ponds,89,57,570,Healthy,46.8,2025-01-01
INV00318,WH009,Hyderabad WH,Telangana,South,PRD006,Herbal Hair Oil 100ml,Dabur Amla,135,96,960,Healthy,42.2,2024-12-11
INV00319,WH009,Hyderabad WH,Telangana,South,PRD007,Whitening Toothpaste,Colgate,368,178,1780,Healthy,62.0,2024-12-13
INV00320,WH009,Hyderabad WH,Telangana,South,PRD008,Charcoal Toothpaste,Patanjali,797,138,1380,Overstocked,173.3,2024-12-26
INV00321,WH009,Hyderabad WH,Telangana,South,PRD009,Deo Spray 150ml,Axe,372,153,1530,Healthy,72.9,2024-12-22
INV00322,WH009,Hyderabad WH,Telangana,South,PRD010,Perfume Deo 150ml,Fogg,153,99,990,Healthy,46.4,2024-12-08
INV00323,WH009,Hyderabad WH,Telangana,South,PRD011,Moisturizing Soap 100g,Dove,393,149,1490,Healthy,79.1,2024-12-27
INV00324,WH009,Hyderabad WH,Telangana,South,PRD012,Neem Soap 100g,Medimix,303,139,1390,Healthy,65.4,2024-12-16
INV00325,WH009,Hyderabad WH,Telangana,South,PRD013,Detergent Powder 1kg,Surf Excel,555,72,720,Overstocked,231.2,2024-12-17
INV00326,WH009,Hyderabad WH,Telangana,South,PRD014,Fabric Softener 500ml,Comfort,234,165,1650,Healthy,42.5,2024-12-17
INV00327,WH009,Hyderabad WH,Telangana,South,PRD015,Dish Wash Liquid 500ml,Vim,513,174,1740,Healthy,88.4,2024-12-28
INV00328,WH009,Hyderabad WH,Telangana,South,PRD016,Floor Cleaner 1L,Lizol,763,164,1640,Overstocked,139.6,2024-12-29
INV00329,WH009,Hyderabad WH,Telangana,South,PRD017,Toilet Cleaner 500ml,Harpic,165,151,1510,Healthy,32.8,2024-12-22
INV00330,WH009,Hyderabad WH,Telangana,South,PRD018,All-Purpose Spray 400ml,Colin,502,174,1740,Healthy,86.6,2024-12-12
INV00331,WH009,Hyderabad WH,Telangana,South,PRD019,Cream Biscuits 200g,Oreo,40,84,840,Low Stock,14.3,2024-12-22
INV00332,WH009,Hyderabad WH,Telangana,South,PRD020,Instant Noodles 75g,Maggi,17,120,1200,Low Stock,4.2,2024-12-15
INV00333,WH009,Hyderabad WH,Telangana,South,PRD021,Refined Sunflower Oil 1L,Fortune,368,139,1390,Healthy,79.4,2024-12-07
INV00334,WH009,Hyderabad WH,Telangana,South,PRD022,Masala Chai 250g,Tata Tea,175,110,1100,Healthy,47.7,2024-12-24
INV00335,WH009,Hyderabad WH,Telangana,South,PRD023,Instant Coffee 50g,Nescafe,101,76,760,Healthy,39.9,2024-12-28
INV00336,WH009,Hyderabad WH,Telangana,South,PRD024,Mixed Masala 100g,MDH,27,64,640,Low Stock,12.7,2024-12-29
INV00337,WH009,Hyderabad WH,Telangana,South,PRD025,Mixed Fruit Jam 250g,Kissan,32,129,1290,Low Stock,7.4,2024-12-28
INV00338,WH009,Hyderabad WH,Telangana,South,PRD026,Tomato Ketchup 500g,Heinz,189,70,700,Healthy,81.0,2024-12-25
INV00339,WH009,Hyderabad WH,Telangana,South,PRD027,Cornflakes 500g,Kelloggs,22,84,840,Low Stock,7.9,2024-12-23
INV00340,WH009,Hyderabad WH,Telangana,South,PRD028,Baby Lotion 200ml,Johnson's,162,132,1320,Healthy,36.8,2024-12-25
INV00341,WH009,Hyderabad WH,Telangana,South,PRD029,Baby Wipes 80pcs,Pampers,41,185,1850,Low Stock,6.6,2024-12-02
INV00342,WH009,Hyderabad WH,Telangana,South,PRD030,Baby Powder 100g,Johnson's,86,148,1480,Low Stock,17.4,2024-12-16
INV00343,WH009,Hyderabad WH,Telangana,South,PRD031,Baby Shampoo 100ml,Himalaya,55,75,750,Low Stock,22.0,2024-12-31
INV00344,WH009,Hyderabad WH,Telangana,South,PRD032,Diaper Pants M 30pcs,Huggies,1065,198,1980,Overstocked,161.4,2024-12-08
INV00345,WH009,Hyderabad WH,Telangana,South,PRD033,Whey Protein 500g,Ensure,325,113,1130,Healthy,86.3,2024-12-30
INV00346,WH009,Hyderabad WH,Telangana,South,PRD034,Immunity Syrup 200ml,Dabur Chyawanprash,169,117,1170,Healthy,43.3,2024-12-29
INV00347,WH009,Hyderabad WH,Telangana,South,PRD035,Pain Relief Gel 30g,Volini,370,124,1240,Healthy,89.5,2024-12-16
INV00348,WH009,Hyderabad WH,Telangana,South,PRD036,Energy Bar 50g,RiteBite,74,58,580,Healthy,38.3,2024-12-22
INV00349,WH009,Hyderabad WH,Telangana,South,PRD037,Mouthwash 250ml,Listerine,114,78,780,Healthy,43.8,2024-12-22
INV00350,WH009,Hyderabad WH,Telangana,South,PRD038,Hand Sanitizer 100ml,Dettol,345,173,1730,Healthy,59.8,2024-12-22
INV00351,WH009,Hyderabad WH,Telangana,South,PRD039,Glucose Powder 500g,Glucon-D,375,71,710,Overstocked,158.5,2024-12-11
INV00352,WH010,Kolkata WH,West Bengal,East,PRD001,Shampoo 200ml,Sunsilk,270,150,1500,Healthy,54.0,2024-12-30
INV00353,WH010,Kolkata WH,West Bengal,East,PRD002,Anti-Dandruff Shampoo,Head & Shoulders,155,199,1990,Low Stock,23.4,2024-12-14
INV00354,WH010,Kolkata WH,West Bengal,East,PRD003,Face Wash 100g,Himalaya,67,103,1030,Low Stock,19.5,2024-12-26
INV00355,WH010,Kolkata WH,West Bengal,East,PRD004,Body Lotion 300ml,Vaseline,308,176,1760,Healthy,52.5,2024-12-11
INV00356,WH010,Kolkata WH,West Bengal,East,PRD005,Talcum Powder 150g,Ponds,216,135,1350,Healthy,48.0,2024-12-24
INV00357,WH010,Kolkata WH,West Bengal,East,PRD006,Herbal Hair Oil 100ml,Dabur Amla,256,132,1320,Healthy,58.2,2024-12-21
INV00358,WH010,Kolkata WH,West Bengal,East,PRD007,Whitening Toothpaste,Colgate,203,164,1640,Healthy,37.1,2024-12-20
INV00359,WH010,Kolkata WH,West Bengal,East,PRD008,Charcoal Toothpaste,Patanjali,175,163,1630,Healthy,32.2,2024-12-30
INV00360,WH010,Kolkata WH,West Bengal,East,PRD009,Deo Spray 150ml,Axe,3,85,850,Low Stock,1.1,2024-12-03
INV00361,WH010,Kolkata WH,West Bengal,East,PRD010,Perfume Deo 150ml,Fogg,34,68,680,Low Stock,15.0,2024-12-21
INV00362,WH010,Kolkata WH,West Bengal,East,PRD011,Moisturizing Soap 100g,Dove,670,166,1660,Overstocked,121.1,2024-12-29
INV00363,WH010,Kolkata WH,West Bengal,East,PRD012,Neem Soap 100g,Medimix,309,159,1590,Healthy,58.3,2024-12-18
INV00364,WH010,Kolkata WH,West Bengal,East,PRD013,Detergent Powder 1kg,Surf Excel,250,61,610,Overstocked,123.0,2024-12-27
INV00365,WH010,Kolkata WH,West Bengal,East,PRD014,Fabric Softener 500ml,Comfort,270,154,1540,Healthy,52.6,2024-12-30
INV00366,WH010,Kolkata WH,West Bengal,East,PRD015,Dish Wash Liquid 500ml,Vim,161,114,1140,Healthy,42.4,2025-01-01
INV00367,WH010,Kolkata WH,West Bengal,East,PRD016,Floor Cleaner 1L,Lizol,100,108,1080,Low Stock,27.8,2024-12-08
INV00368,WH010,Kolkata WH,West Bengal,East,PRD017,Toilet Cleaner 500ml,Harpic,140,101,1010,Healthy,41.6,2024-12-05
INV00369,WH010,Kolkata WH,West Bengal,East,PRD018,All-Purpose Spray 400ml,Colin,173,124,1240,Healthy,41.9,2024-12-12
INV00370,WH010,Kolkata WH,West Bengal,East,PRD019,Cream Biscuits 200g,Oreo,73,56,560,Healthy,39.1,2024-12-26
INV00371,WH010,Kolkata WH,West Bengal,East,PRD020,Instant Noodles 75g,Maggi,271,136,1360,Healthy,59.8,2024-12-30
INV00372,WH010,Kolkata WH,West Bengal,East,PRD021,Refined Sunflower Oil 1L,Fortune,144,149,1490,Low Stock,29.0,2024-12-12
INV00373,WH010,Kolkata WH,West Bengal,East,PRD022,Masala Chai 250g,Tata Tea,852,166,1660,Overstocked,154.0,2025-01-01
INV00374,WH010,Kolkata WH,West Bengal,East,PRD023,Instant Coffee 50g,Nescafe,52,156,1560,Low Stock,10.0,2024-12-19
INV00375,WH010,Kolkata WH,West Bengal,East,PRD024,Mixed Masala 100g,MDH,205,128,1280,Healthy,48.0,2024-12-04
INV00376,WH010,Kolkata WH,West Bengal,East,PRD025,Mixed Fruit Jam 250g,Kissan,149,109,1090,Healthy,41.0,2024-12-02
INV00377,WH010,Kolkata WH,West Bengal,East,PRD026,Tomato Ketchup 500g,Heinz,158,65,650,Healthy,72.9,2024-12-02
INV00378,WH010,Kolkata WH,West Bengal,East,PRD027,Cornflakes 500g,Kelloggs,198,76,760,Healthy,78.2,2024-12-04
INV00379,WH010,Kolkata WH,West Bengal,East,PRD028,Baby Lotion 200ml,Johnson's,277,159,1590,Healthy,52.3,2024-12-08
INV00380,WH010,Kolkata WH,West Bengal,East,PRD029,Baby Wipes 80pcs,Pampers,417,152,1520,Healthy,82.3,2024-12-31
INV00381,WH010,Kolkata WH,West Bengal,East,PRD030,Baby Powder 100g,Johnson's,108,130,1300,Low Stock,24.9,2024-12-18
INV00382,WH010,Kolkata WH,West Bengal,East,PRD031,Baby Shampoo 100ml,Himalaya,92,145,1450,Low Stock,19.0,2024-12-18
